matchId,matchDate,ouid,nickname,seasonId,matchResult,matchEndType,systemPause,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,offsideCount,averageRating,controller,shootTotal,effectiveShootTotal,shootOutScore,goalTotal,goalTotalDisplay,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
670cf1ecc7b1df56783cd5ad,2024-10-14T10:37:48,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,2.0,1.0,0.0,0.0,49.0,2.0,45.0,1.0,4.12222,gamepad,8.0,7.0,0.0,4.0,4,0.0,4.0,2.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,79.0,67.0,37.0,35.0,14.0,9.0,1.0,1.0,9.0,7.0,16.0,15.0,0.0,0.0,6.0,0.0,19.0,9.0
670cef1518ad6c7f14a7adc5,2024-10-14T10:25:33,cbe65610c836c94ad96fdc2549a10644,금전수S2,202410,패,0,0.0,0.0,0.0,0.0,0.0,87.0,2.0,56.0,0.0,3.77222,gamepad,9.0,5.0,0.0,3.0,3,0.0,2.0,0.0,2.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,126.0,118.0,99.0,93.0,5.0,4.0,0.0,0.0,1.0,1.0,20.0,19.0,1.0,1.0,6.0,1.0,9.0,5.0
670cef1518ad6c7f14a7adc5,2024-10-14T10:25:33,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,3.0,0.0,0.0,1.0,65.0,1.0,44.0,0.0,4.48333,gamepad,6.0,6.0,0.0,5.0,5,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,87.0,77.0,52.0,48.0,4.0,2.0,1.0,1.0,17.0,15.0,12.0,11.0,1.0,0.0,7.0,1.0,16.0,10.0
670ceb4edc2a8fd3cd0358d2,2024-10-14T10:13:37,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,2.0,0.0,0.0,0.0,107.0,2.0,51.0,1.0,4.36667,gamepad,16.0,10.0,4.0,5.0,5,1.0,3.0,0.0,0.0,0.0,10.0,4.0,6.0,1.0,0.0,0.0,135.0,126.0,74.0,73.0,12.0,8.0,0.0,0.0,24.0,22.0,23.0,23.0,0.0,0.0,13.0,2.0,11.0,7.0
670ceb4edc2a8fd3cd0358d2,2024-10-14T10:13:37,42d00357ffc6b5e9d5ab5c49227f0464,드리블로다뚫는다,202410,패,0,0.0,0.0,1.0,0.0,0.0,102.0,1.0,49.0,0.0,4.17222,gamepad,9.0,8.0,1.0,4.0,5,0.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,153.0,141.0,112.0,104.0,8.0,5.0,0.0,0.0,11.0,10.0,21.0,21.0,1.0,1.0,10.0,1.0,17.0,11.0
670ce8dcf5dad632afd1a84b,2024-10-14T09:55:54,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,1,0.0,0.0,0.0,0.0,0.0,44.0,3.0,49.0,1.0,4.95,gamepad,6.0,5.0,0.0,4.0,3,0.0,3.0,2.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,68.0,57.0,27.0,25.0,11.0,6.0,0.0,0.0,14.0,12.0,16.0,14.0,0.0,0.0,5.0,1.0,14.0,7.0
670ce8dcf5dad632afd1a84b,2024-10-14T09:55:54,b0a24490f42c6b16fd07cdc5059b45cd,타워,202410,패,2,1.0,2.0,1.0,0.0,0.0,52.0,0.0,51.0,0.0,3.12222,keyboard,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,77.0,73.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,1.0,7.0,0.0,3.0,2.0
670ce62cd1b7901f05553642,2024-10-14T09:47:19,c1e80d47a150460771aef7e7ceb843b2,Balance독도,202410,패,0,0.0,0.0,0.0,0.0,0.0,71.0,3.0,55.0,0.0,3.56111,gamepad,7.0,6.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,104.0,94.0,68.0,66.0,17.0,11.0,0.0,0.0,3.0,3.0,15.0,14.0,0.0,0.0,8.0,1.0,15.0,5.0
670ce62cd1b7901f05553642,2024-10-14T09:47:19,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,2.0,0.0,0.0,0.0,61.0,5.0,45.0,0.0,4.73333,gamepad,11.0,7.0,0.0,5.0,5,0.0,3.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,85.0,75.0,42.0,39.0,9.0,5.0,5.0,4.0,8.0,8.0,19.0,18.0,1.0,1.0,12.0,1.0,15.0,9.0
670ce382a9657b7f4f8dd5db,2024-10-14T09:35:38,beffe07f683392e25a2a6aec8c62f24d,망치버거,202410,패,0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,53.0,0.0,3.88889,gamepad,6.0,4.0,0.0,2.0,2,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,115.0,102.0,88.0,83.0,6.0,3.0,0.0,0.0,5.0,3.0,15.0,13.0,0.0,0.0,6.0,1.0,15.0,8.0
